path,titleText,Overall rating,votes,Category,Distillery,Bottler,Bottling serie,Stated Age,Casktype,Strength,Size,Label,Image URL,TASTINGTAGS
"ScotlandSpeyside","macallan-12-year-old","89.79/100","50","Single Malt","Macallan","Distillery Bottling","","12 years old","","43.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/2/5/512/71270-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-12-year-old","87.91/100","13","Single Malt","Macallan","Distillery Bottling","Ghillie's Dram","12 years old","","40.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/3/0707/61950-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-12-year-old","90.50/100","10","Single Malt","Macallan","Distillery Bottling","Triple Cask Matured - Fine Oak - Chinese New Year 2020 Twin Pack","12 years old","","40.0 % Vol.","700 ml","2 bottles with Year of the Rat Logo - one bottle right side and one bottle left side","https://static.whiskybase.com/storage/whiskies/1/4/6082/267557-big.jpg","Chocolate/ Fresh Fruit/ Sherried/ Vanilla/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-12-year-old","87.67/100","3","Single Malt","Macallan","Distillery Bottling","Chinese New Year Limited Edition Gift Box","12 years old","","43.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/1/0/7698/207922-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-12-year-old","0.00/100","0","Single Malt","Macallan","Distillery Bottling","Fine Oak","12 years old","","40.0 % Vol.","700 ml",""Fine Oak" directly under Macallan.","https://static.whiskybase.com/storage/whiskies/default/big.png?v4","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-15-year-old","84.75/100","377","Single Malt","Macallan","Distillery Bottling","Fine Oak - Triple Cask Matured","15 years old","","43.0 % Vol.","700 ml","3 Barrel Label","https://static.whiskybase.com/storage/whiskies/1/9/135/68051-big.jpg","Vegetative/ Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Yeasty"
"ScotlandSpeyside","macallan-17-year-old","87.51/100","110","Single Malt","Macallan","Distillery Bottling","Fine Oak","17 years old","","43.0 % Vol.","700 ml","New Label","https://static.whiskybase.com/storage/whiskies/3/7/786/130142-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-18-year-old","89.19/100","189","Single Malt","Macallan","Distillery Bottling","Sherry Cask","18 years old","","43.0 % Vol.","700 ml 750 ml","Annual 2016 Release","https://static.whiskybase.com/storage/whiskies/8/1/291/332480-big.jpg","Sherried/ Chocolate/ Dried Fruit/ Honey/ Vanilla/ Old Wood/ Citric/ Hay-like/ Leafy/ Nutty/ Rubbery/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fragant/ Fresh Fruit/ Green-House/ Husky/ Kippery/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Oily/ Plastic/ Sandy/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-18-year-old","87.52/100","245","Single Malt","Macallan","Distillery Bottling","Double Cask","18 years old","","43.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/1/6/1304/277016-big.jpg","Medicinal/ Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-18-year-old","91.78/100","11","Single Malt","Macallan","Distillery Bottling","Sherry Cask","18 years old","","43.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/1/5/2774/257305-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1851-inspiration","84.93/100","139","Single Malt","Macallan","Distillery Bottling","","","","41.3 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/5/1/0/55122-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1926","0.00/100","0","Single Malt","Macallan","Distillery Bottling","Pure Highland Malt","60 years old","","42.8 % Vol.","700 ml","Valerio Adami","https://static.whiskybase.com/storage/whiskies/default/big.png?v4","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1937","0/100","0","Single Malt","Macallan","Distillery Bottling","Lalique","","","40.0 % Vol.","700 ml","The golden Age of Travel; rebottled 2015","https://static.whiskybase.com/storage/whiskies/8/3/395/185442-big.jpg","Kippery/ Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1938","96.33/100","5","Single Malt","Macallan","Distillery Bottling","Fine & Rare","31 years old","","43.0 % Vol.","","Re-Bottled 2002","https://static.whiskybase.com/storage/whiskies/3/1/160/174514-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1938","0.00/100","0","Single Malt","Macallan","Distillery Bottling","The Malt","","","43.0 % Vol.","750 ml","Handwritten Label - Red Ribbon With Wax Seal","https://static.whiskybase.com/storage/whiskies/2/3/3853/417683-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1938","0.00/100","0","Single Malt","Macallan","Distillery Bottling","The Malt","","","43.0 % Vol.","750 ml","Single Highland Malt Scotch Whisky","https://static.whiskybase.com/storage/whiskies/2/1/0909/371160-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1940","94.00/100","","Single Malt","Macallan","Distillery Bottling","","","","43.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/3/8/869/281535-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1940","92.00/100","","Single Malt","Macallan","Distillery Bottling","The Reach","81 years old","","41.6 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/0/3518/357222-big.jpg","Coal-gas/ Sweaty/ Chocolate/ Citric/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1946","0.00/100","0","Single Malt","Macallan","Distillery Bottling","Albert Watson - Master of Photography","56 years old","","44.3 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/default/big.png?v4","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1946","94.11/100","12","Single Malt","Macallan","Distillery Bottling","Fine & Rare","56 years old","","44.3 % Vol.","","","https://static.whiskybase.com/storage/whiskies/2/5/369/335052-big.jpg","Coal-gas/ Chocolate/ Citric/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1947","93.52/100","23","Single Malt","Macallan","Distillery Bottling","Pure Highland Malt Scotch Whisky - Bottled at 80&deg; Proof","15 years old","","45.85 % Vol.","757 ml","Brown Label","https://static.whiskybase.com/storage/whiskies/2/5/514/85886-big.jpg","Citric/ Dried Fruit/ Fragant/ Fresh Fruit/ Malt Extract/ Chocolate/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1949","92.25/100","4","Single Malt","Macallan","Distillery Bottling","distilled by R. Kemp, Macallan-Glenlivet","","","40.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/9/7/14/311656-big.jpg","Citric/ Chocolate/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1952","93.33/100","3","Single Malt","Macallan","Distillery Bottling","Fine & Rare","50 years old","","50.8 % Vol.","","","https://static.whiskybase.com/storage/whiskies/2/5/374/413030-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1952-80-proof","94.71/100","23","Single Malt","Macallan","Distillery Bottling","Rinaldi Import","15 years old","","45.85 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/1/7/255/84921-big.jpg","Chocolate/ Dried Fruit/ Sherried/ Husky/ Toasted/ Tobacco/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1953","93.00/100","2","Single Malt","Macallan","Distillery Bottling","Pure Highland Malt Scotch Whisky","","","80 (proof)","757 ml","26 2/3 FL.OZS.","https://static.whiskybase.com/storage/whiskies/3/0/173/231070-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1956","92.78/100","12","Single Malt","Macallan","Distillery Bottling","Pure Highland Malt Scotch Whisky","","","80 (proof)","750 ml","80° Proof, 26²/³ Fl. Ozs., 75 CL","https://static.whiskybase.com/storage/whiskies/3/8/373/82254-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1957","0.00/100","0","Single Malt","Macallan","Distillery Bottling","The Anniversary Malt","25 years old","","43.0 % Vol.","750 ml","Red Ribbon with Wax Seal on Label - Screw cap with gold capsule","https://static.whiskybase.com/storage/whiskies/2/3/3842/417656-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1957","89.00/100","","Single Malt","Macallan","Distillery Bottling","The Anniversary Malt","25 years old","","43.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/default/big.png?v4","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1958","0.00/100","0","Single Malt","Macallan","Distillery Bottling","The Anniversary Malt","25 years old","","86 (proof)","750 ml","Unblended Single Highland Malt","https://static.whiskybase.com/storage/whiskies/2/1/5783/381636-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1958","0.00/100","0","Single Malt","Macallan","Distillery Bottling","Pure Highland Malt Scotch Whisky","","","80 (proof)","750 ml","26²/³ Fl. Ozs. Golden Screw Cap","https://static.whiskybase.com/storage/whiskies/1/7/7078/335221-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1960","93.27/100","36","Single Malt","Macallan","Distillery Bottling","80 proof","","","46.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/1/7/533/67056-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1961","0.00/100","0","Single Malt","Macallan","Distillery Bottling","The Anniversary Malt","25 years old","","43.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/default/big.png?v4","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1961","93.50/100","14","Single Malt","Macallan","Distillery Bottling","","","","54.1 % Vol.","","","https://static.whiskybase.com/storage/whiskies/1/7/644/158180-big.jpg","Medicinal/ Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1962","94.00/100","","Single Malt","Macallan","Distillery Bottling","Fine & Rare","15 years old","","44.1 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/default/big.png?v4","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1963","92.46/100","26","Single Malt","Macallan","Distillery Bottling","Special Selection","","","43.0 % Vol.","750 ml","","https://static.whiskybase.com/storage/whiskies/1/2/148/64083-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1964","93.73/100","13","Single Malt","Macallan","Distillery Bottling","Fine & Rare","37 years old","","58.2 % Vol.","","","https://static.whiskybase.com/storage/whiskies/2/1/750/425809-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1965","94.00/100","","Single Malt","Macallan","Distillery Bottling","Fine & Rare","36 years old","","56.3 % Vol.","","","https://static.whiskybase.com/storage/whiskies/default/big.png?v4","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"ScotlandSpeyside","macallan-1965","0.00/100","0","Single Malt","Macallan","Distillery Bottling","Vintage","17 years old","","86 (proof)","750 ml","Single Highland Malt - Incorrect Age Statement","https://static.whiskybase.com/storage/whiskies/2/2/8947/408380-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
